,status,bed,bath,acre_lot,city,state,zip_code,house_size,prev_sold_date,price
73685,for_sale,4.0,3.0,0.34,Billerica,Massachusetts,1862.0,2752.0,,649900.0
97313,for_sale,,,11.78,Winchendon,Massachusetts,1475.0,,,140000.0
34584,for_sale,5.0,5.0,2.0,Williamsburg,Massachusetts,1096.0,4476.0,2009-06-30,1290000.0
62270,for_sale,,,2.4,North Adams,Massachusetts,1247.0,,,125000.0
90011,for_sale,3.0,1.0,3.06,Oakham,Massachusetts,1068.0,864.0,2002-04-12,300000.0
60002,for_sale,6.0,2.0,0.11,Springfield,Massachusetts,1104.0,2016.0,2006-11-21,259900.0
85871,for_sale,2.0,1.0,,Westborough,Massachusetts,1581.0,1103.0,2021-04-09,237500.0
93621,for_sale,,,1.27,Belchertown,Massachusetts,1007.0,,,95000.0
66080,for_sale,,,3.3,Pittsfield,Massachusetts,1201.0,,,149000.0
39104,for_sale,4.0,1.0,0.64,Longmeadow,Massachusetts,1028.0,1296.0,2017-06-23,329000.0
75333,for_sale,3.0,1.0,0.34,Easthampton,Massachusetts,1027.0,1248.0,2012-01-06,350000.0
91685,for_sale,,,2.65,Brimfield,Massachusetts,1010.0,,2006-07-21,49500.0
98124,for_sale,,,1.0,Webster,Massachusetts,1570.0,,,89500.0
98779,for_sale,2.0,2.0,0.23,Auburn,Massachusetts,1501.0,1000.0,2008-08-04,309900.0
84923,for_sale,2.0,3.0,,Dudley,Massachusetts,1571.0,2150.0,,479000.0
79879,for_sale,2.0,2.0,,Weston,Massachusetts,2493.0,1359.0,2005-01-06,680000.0
65829,for_sale,,,0.46,Pittsfield,Massachusetts,1201.0,,1996-11-07,274500.0
97011,for_sale,,,2.02,Dudley,Massachusetts,1571.0,,,70000.0
98810,for_sale,6.0,6.0,1.12,Shrewsbury,Massachusetts,1545.0,4783.0,,875000.0
75190,for_sale,,,6.75,Chester,Massachusetts,1011.0,,,40000.0
78379,for_sale,4.0,2.0,0.06,Pepperell,Massachusetts,1463.0,2457.0,2003-08-11,489900.0
44601,for_sale,4.0,3.0,0.24,Holyoke,Massachusetts,1040.0,2115.0,,279000.0
92020,for_sale,10.0,4.0,0.11,Worcester,Massachusetts,1604.0,3290.0,2006-05-25,650000.0
74354,for_sale,,,0.8,Chicopee,Massachusetts,1020.0,,,50000.0
56062,for_sale,5.0,2.0,0.29,Pittsfield,Massachusetts,1201.0,2170.0,1992-11-16,459000.0
83935,for_sale,,,24.0,Pelham,Massachusetts,1002.0,,,449999.0
76047,for_sale,,,0.22,North Adams,Massachusetts,1247.0,,,24900.0
97596,for_sale,,,23.0,Harvard,Massachusetts,1451.0,,,1200000.0
46391,for_sale,3.0,2.0,1.13,Westfield,Massachusetts,1085.0,2448.0,2004-10-29,439900.0
32949,for_sale,6.0,4.0,0.16,Springfield,Massachusetts,1109.0,2160.0,,309900.0
63604,for_sale,5.0,3.0,19.85,Great Barrington,Massachusetts,1230.0,7000.0,2005-08-29,2750000.0
82378,for_sale,3.0,1.0,1.06,Sterling,Massachusetts,1564.0,825.0,2007-01-11,340000.0
65526,for_sale,3.0,2.0,0.21,Pittsfield,Massachusetts,1201.0,1230.0,2008-08-11,165000.0
53017,for_sale,3.0,1.0,0.21,West Springfield,Massachusetts,1089.0,1588.0,2006-03-31,324900.0
85374,for_sale,3.0,1.0,0.22,Webster,Massachusetts,1570.0,1720.0,,329000.0
65752,for_sale,5.0,3.0,0.15,Pittsfield,Massachusetts,1201.0,2549.0,1997-12-01,225000.0
86041,for_sale,4.0,2.0,1.34,Acton,Massachusetts,1720.0,1604.0,,599000.0
66618,for_sale,,,4.9,Becket,Massachusetts,1223.0,,,50000.0
80030,for_sale,2.0,1.0,0.07,Waltham,Massachusetts,2451.0,1049.0,1993-12-31,439900.0
69232,for_sale,3.0,2.0,0.33,Montague,Massachusetts,1351.0,1770.0,2009-06-25,266000.0
86592,for_sale,4.0,5.0,1.36,Southborough,Massachusetts,1772.0,4261.0,,1395000.0
58104,for_sale,5.0,4.0,,Lenox,Massachusetts,1240.0,3500.0,,889000.0
97406,for_sale,,,13.3,Ashburnham,Massachusetts,1430.0,,,130000.0
63052,for_sale,,,3.72,Egremont,Massachusetts,1258.0,,,79000.0
92834,for_sale,,,3.0,Hopkinton,Massachusetts,1746.0,,,149900.0
98832,for_sale,,,75.52,Paxton,Massachusetts,1612.0,,,559900.0
93933,for_sale,2.0,1.0,,Attleboro,Massachusetts,2703.0,850.0,,212900.0
75474,for_sale,,,1.12,Hatfield,Massachusetts,1088.0,,,159900.0
91476,for_sale,4.0,4.0,0.52,Medway,Massachusetts,2053.0,3697.0,2006-05-16,929900.0
87592,for_sale,4.0,4.0,0.11,Southbridge,Massachusetts,1550.0,3639.0,,349000.0
75431,for_sale,,,0.71,Erving,Massachusetts,1344.0,,,69500.0
71545,for_sale,3.0,2.0,1.0,Chester,Massachusetts,1011.0,1272.0,,225000.0
46274,for_sale,4.0,4.0,0.23,Chicopee,Massachusetts,1013.0,1764.0,,359000.0
66198,for_sale,,,0.31,Pittsfield,Massachusetts,1201.0,,,27500.0
98105,for_sale,,,3.61,Sturbridge,Massachusetts,1566.0,,,74900.0
66580,for_sale,11.0,6.0,85.0,Sheffield,Massachusetts,1257.0,5850.0,,11890000.0
65826,for_sale,,,0.46,Pittsfield,Massachusetts,1201.0,,,325000.0
73008,for_sale,3.0,3.0,1.84,Sterling,Massachusetts,1564.0,2665.0,,1050000.0
54495,for_sale,,,5.11,Peru,Massachusetts,1235.0,,,39000.0
58835,for_sale,2.0,1.0,0.48,Egremont,Massachusetts,1230.0,1048.0,2002-09-10,350000.0
73977,for_sale,3.0,3.0,3.04,Templeton,Massachusetts,1468.0,1632.0,1998-05-15,499900.0
96669,for_sale,5.0,3.0,2.5,Seekonk,Massachusetts,2771.0,3088.0,2004-07-29,699000.0
76571,for_sale,2.0,,0.34,Ashburnham,Massachusetts,1430.0,482.0,,52000.0
65599,for_sale,3.0,2.0,0.3,Pittsfield,Massachusetts,1201.0,1260.0,1999-01-29,250000.0
70683,for_sale,5.0,3.0,2.26,South Hadley,Massachusetts,1075.0,3042.0,,519900.0
69796,for_sale,3.0,3.0,0.43,Adams,Massachusetts,1220.0,2360.0,,165000.0
27942,for_sale,2.0,2.0,0.05,Chicopee,Massachusetts,1013.0,1200.0,2002-06-12,275000.0
58213,for_sale,6.0,2.0,0.57,Hinsdale,Massachusetts,1235.0,2979.0,1993-06-01,109900.0
80781,for_sale,2.0,3.0,,Framingham,Massachusetts,1701.0,2115.0,2019-05-30,719000.0
74504,for_sale,,,0.98,Springfield,Massachusetts,1101.0,,,100000.0
68093,for_sale,,,2.11,Monson,Massachusetts,1057.0,,,89000.0
28923,for_sale,3.0,2.0,10.21,Cheshire,Massachusetts,1225.0,1248.0,,421190.0
73203,for_sale,3.0,2.0,0.52,Leominster,Massachusetts,1453.0,2484.0,2004-03-26,439900.0
65875,for_sale,,,3.5,Monterey,Massachusetts,1245.0,,,95000.0
63050,for_sale,,,57.0,Sheffield,Massachusetts,1257.0,,2003-06-16,549500.0
73868,for_sale,1.0,2.0,,Northampton,Massachusetts,1060.0,894.0,,325000.0
99405,for_sale,,,2.03,Sutton,Massachusetts,1590.0,,,179000.0
75844,for_sale,3.0,3.0,1.01,Westminster,Massachusetts,1473.0,4274.0,,799900.0
54271,for_sale,4.0,3.0,,Great Barrington,Massachusetts,1230.0,4144.0,2020-07-01,1250000.0
52098,for_sale,2.0,2.0,,South Hadley,Massachusetts,1075.0,1120.0,,245200.0
88870,for_sale,4.0,2.0,0.23,Worcester,Massachusetts,1604.0,1768.0,2004-07-01,399900.0
46622,for_sale,2.0,1.0,0.19,Springfield,Massachusetts,1118.0,1024.0,2016-02-26,239000.0
70932,for_sale,,,5.3,Dalton,Massachusetts,1226.0,,,79900.0
61141,for_sale,1.0,1.0,,Easthampton,Massachusetts,1027.0,759.0,,365000.0
87718,for_sale,,,2.0,Phillipston,Massachusetts,1331.0,,,45000.0
29050,for_sale,6.0,4.0,0.93,Easthampton,Massachusetts,1027.0,3845.0,,549900.0
97716,for_sale,4.0,4.0,1.0,Boylston,Massachusetts,1505.0,3295.0,,1295000.0
68780,for_sale,,,0.8,Wilbraham,Massachusetts,1095.0,,,14800.0
84353,for_sale,4.0,2.0,0.25,Southbridge,Massachusetts,1550.0,2172.0,,295000.0
98307,for_sale,,,0.92,Leicester,Massachusetts,1611.0,,,125000.0
54386,for_sale,,,15.56,Cheshire,Massachusetts,1225.0,,,95000.0
48401,for_sale,4.0,3.0,0.46,Amherst,Massachusetts,1002.0,2143.0,1988-06-10,499900.0
75969,for_sale,,,2.0,Clarksburg,Massachusetts,1247.0,,,54900.0
80800,for_sale,3.0,4.0,0.48,Billerica,Massachusetts,1821.0,1400.0,,749900.0
84629,for_sale,3.0,3.0,0.05,Southbridge,Massachusetts,1550.0,1360.0,,229900.0
65653,for_sale,5.0,4.0,0.9,Pittsfield,Massachusetts,1201.0,3700.0,,699000.0
34566,for_sale,3.0,2.0,1.21,Hatfield,Massachusetts,1088.0,1062.0,,329000.0
98123,for_sale,,,7.01,Leicester,Massachusetts,1524.0,,,249000.0
84715,for_sale,7.0,5.0,5.53,Dudley,Massachusetts,1571.0,4230.0,,749900.0
37771,for_sale,2.0,1.0,0.23,Wales,Massachusetts,1081.0,750.0,,190000.0
94761,for_sale,2.0,2.0,,North Attleboro,Massachusetts,2760.0,1656.0,2018-12-07,249900.0
75094,for_sale,,,0.17,Northampton,Massachusetts,1060.0,,,160000.0
64042,for_sale,3.0,2.0,2.0,Alford,Massachusetts,1230.0,2328.0,2003-07-25,625000.0
75809,for_sale,3.0,4.0,0.34,Winchendon,Massachusetts,1475.0,2160.0,,579900.0
79922,for_sale,3.0,4.0,0.89,Billerica,Massachusetts,1821.0,2578.0,,879900.0
63299,for_sale,,,0.51,Tolland,Massachusetts,1034.0,,,87500.0
76009,for_sale,,,10.0,North Adams,Massachusetts,1247.0,,,100000.0
73039,for_sale,,,0.09,Fitchburg,Massachusetts,1420.0,2862.0,,179900.0
43940,for_sale,4.0,1.0,0.1,Springfield,Massachusetts,1107.0,1410.0,1989-03-10,199919.0
74344,for_sale,,,3.0,Goshen,Massachusetts,1038.0,,,56500.0
98088,for_sale,,,1.5,Shrewsbury,Massachusetts,1545.0,,1976-12-06,295000.0
96944,for_sale,4.0,3.0,0.37,Milford,Massachusetts,1757.0,2255.0,1994-06-28,649900.0
81703,for_sale,,,4.61,Wilbraham,Massachusetts,1095.0,,,280000.0
63025,for_sale,,,2.7,Egremont,Massachusetts,1230.0,,1988-09-12,99900.0
84321,for_sale,,,3.35,Orange,Massachusetts,1364.0,,,109900.0
88254,for_sale,4.0,3.0,4.15,Stow,Massachusetts,1775.0,3250.0,,850000.0
81395,for_sale,6.0,4.0,0.4,Blackstone,Massachusetts,1504.0,4200.0,,999000.0
66157,for_sale,8.0,3.0,0.13,Pittsfield,Massachusetts,1201.0,2996.0,2007-05-15,259000.0
76002,for_sale,,,1.76,Clarksburg,Massachusetts,1247.0,,,39900.0
97684,for_sale,,,12.0,Ware,Massachusetts,1082.0,,,73000.0
95891,for_sale,5.0,5.0,0.48,Wellesley,Massachusetts,2481.0,6164.0,2008-05-16,2995000.0
63105,for_sale,,,0.92,Great Barrington,Massachusetts,1230.0,,,129000.0
88144,for_sale,2.0,3.0,53.42,Upton,Massachusetts,1568.0,2224.0,2021-04-06,609900.0
43559,for_sale,6.0,2.0,0.15,Springfield,Massachusetts,1151.0,2886.0,,280000.0
66603,for_sale,,,5.7,Monterey,Massachusetts,1245.0,,,125000.0
68752,for_sale,,,0.58,East Longmeadow,Massachusetts,1028.0,,,115000.0
63545,for_sale,3.0,3.0,0.53,Lenox,Massachusetts,1240.0,2132.0,,420000.0
83676,for_sale,4.0,3.0,0.46,Framingham,Massachusetts,1701.0,2762.0,2008-02-28,849500.0
66371,for_sale,4.0,2.0,0.34,Great Barrington,Massachusetts,1230.0,2096.0,,495000.0
87125,for_sale,9.0,3.0,0.13,Worcester,Massachusetts,1610.0,3611.0,,499000.0
85998,for_sale,4.0,2.0,0.2,Shrewsbury,Massachusetts,1545.0,2640.0,1998-09-28,599000.0
99288,for_sale,10.0,6.0,0.57,Charlton,Massachusetts,1507.0,5208.0,,749000.0
75187,for_sale,,,21.24,Chester,Massachusetts,1011.0,,,90000.0
65763,for_sale,,,2.62,Lenox,Massachusetts,1240.0,,,65500.0
85991,for_sale,4.0,2.0,0.37,Worcester,Massachusetts,1606.0,1914.0,,574900.0
55457,for_sale,6.0,2.0,0.12,Pittsfield,Massachusetts,1201.0,2664.0,1980-04-01,209000.0
98136,for_sale,,,1.38,Westminster,Massachusetts,1473.0,,,200000.0
80134,for_sale,3.0,3.0,0.35,Winchester,Massachusetts,1890.0,2342.0,1981-07-01,939000.0
52963,for_sale,3.0,2.0,0.25,Holyoke,Massachusetts,1040.0,1531.0,,265000.0
92212,for_sale,4.0,2.0,0.29,Franklin,Massachusetts,2038.0,1950.0,,579000.0
99859,for_sale,4.0,2.0,1.79,Boxborough,Massachusetts,1719.0,2018.0,1992-09-04,625000.0
93582,for_sale,,,3.73,Palmer,Massachusetts,1069.0,,,199900.0
79839,for_sale,4.0,3.0,0.51,Lexington,Massachusetts,2421.0,2361.0,2021-07-16,1399000.0
97639,for_sale,,,2.02,Hardwick,Massachusetts,1037.0,,,50000.0
52917,for_sale,4.0,2.0,1.1,North Adams,Massachusetts,1247.0,2379.0,,349000.0
97579,for_sale,,,0.06,Leominster,Massachusetts,1453.0,,,99000.0
71340,for_sale,3.0,1.0,0.21,Adams,Massachusetts,1220.0,1632.0,2008-05-07,170000.0
84030,for_sale,5.0,2.0,0.34,Gardner,Massachusetts,1440.0,2430.0,,335000.0
96145,for_sale,3.0,3.0,,Douglas,Massachusetts,1516.0,1705.0,,489900.0
78203,for_sale,3.0,3.0,,Hudson,Massachusetts,1749.0,2864.0,,749900.0
75256,for_sale,,,3.29,Blandford,Massachusetts,1008.0,,,53500.0
81595,for_sale,2.0,2.0,,Grafton,Massachusetts,1560.0,1540.0,,349900.0
80051,for_sale,3.0,1.0,0.46,Burlington,Massachusetts,1803.0,1128.0,,599900.0
43286,for_sale,4.0,2.0,0.33,Spencer,Massachusetts,1562.0,1690.0,,290000.0
94380,for_sale,3.0,3.0,0.46,Attleboro,Massachusetts,2703.0,2200.0,,779900.0
98791,for_sale,2.0,3.0,,Uxbridge,Massachusetts,1569.0,2227.0,,498900.0
36010,for_sale,4.0,4.0,0.91,South Hadley,Massachusetts,1075.0,2420.0,2012-10-09,547500.0
67597,for_sale,,,3.34,Hinsdale,Massachusetts,1235.0,,,69000.0
90953,for_sale,4.0,3.0,0.59,Oxford,Massachusetts,1540.0,1956.0,1992-08-28,399900.0
66098,for_sale,,,5.0,Pittsfield,Massachusetts,1201.0,,,99900.0
75873,for_sale,,,4.0,Cheshire,Massachusetts,1225.0,,,49000.0
75890,for_sale,,,0.8,Williamstown,Massachusetts,1267.0,,,574450.0
42958,for_sale,6.0,4.0,0.53,Spencer,Massachusetts,1562.0,4123.0,,675000.0
79806,for_sale,4.0,3.0,0.34,Billerica,Massachusetts,1821.0,2371.0,1986-12-05,499900.0
81330,for_sale,4.0,3.0,0.92,Bedford,Massachusetts,1730.0,2235.0,1980-04-30,829000.0
77288,for_sale,2.0,2.0,,Hudson,Massachusetts,1749.0,1759.0,,865995.0
34871,for_sale,3.0,1.0,0.21,Leicester,Massachusetts,1524.0,960.0,2004-05-27,315000.0
65106,for_sale,2.0,2.0,0.18,Pittsfield,Massachusetts,1201.0,1455.0,1986-01-31,159000.0
71035,for_sale,,,1.6,Pittsfield,Massachusetts,1201.0,,,1200000.0
59765,for_sale,,,0.69,Hampden,Massachusetts,1036.0,,,67000.0
66078,for_sale,8.0,2.0,0.22,Pittsfield,Massachusetts,1201.0,3278.0,1999-01-29,289000.0
88586,for_sale,2.0,3.0,,Marlborough,Massachusetts,1752.0,2268.0,1996-05-13,379900.0
82613,for_sale,5.0,5.0,1.7,Sudbury,Massachusetts,1776.0,5500.0,,2250000.0
41949,for_sale,2.0,1.0,0.21,Otis,Massachusetts,1253.0,1092.0,,119900.0
79963,for_sale,3.0,2.0,0.59,Woburn,Massachusetts,1801.0,1930.0,,779000.0
29300,for_sale,3.0,1.0,0.26,West Springfield,Massachusetts,1089.0,1188.0,,249400.0
63203,for_sale,4.0,2.0,0.07,Stockbridge,Massachusetts,1262.0,2120.0,,309900.0
49547,for_sale,4.0,2.0,0.11,Holyoke,Massachusetts,1040.0,1989.0,1992-07-10,239900.0
91675,for_sale,2.0,2.0,0.28,Holland,Massachusetts,1521.0,600.0,2008-09-30,135000.0
63112,for_sale,,,4.87,Otis,Massachusetts,1253.0,,,55000.0
28810,for_sale,4.0,8.0,12.1,Worthington,Massachusetts,1098.0,14240.0,2001-10-05,2995000.0
65869,for_sale,,,15.0,New Marlborough,Massachusetts,1230.0,,,475000.0
80684,for_sale,6.0,4.0,1.13,Billerica,Massachusetts,1862.0,3549.0,2007-07-13,929900.0
28664,for_sale,11.0,8.0,20.0,New Marlboro,Massachusetts,1230.0,1106.0,,1495000.0
80138,for_sale,4.0,2.0,0.27,Bedford,Massachusetts,1730.0,1432.0,,745000.0
87405,for_sale,2.0,3.0,,Sudbury,Massachusetts,1776.0,1858.0,,867660.0
65798,for_sale,,,10.05,Otis,Massachusetts,1253.0,,,70000.0
87709,for_sale,,,4.0,Phillipston,Massachusetts,1331.0,,,60000.0
96131,for_sale,3.0,3.0,0.92,Seekonk,Massachusetts,2771.0,3170.0,2009-09-15,749900.0
98731,for_sale,4.0,2.0,0.6,Barre,Massachusetts,1005.0,1708.0,,369900.0
97388,for_sale,,,248.24,Fitchburg,Massachusetts,1420.0,,,1150000.0
54604,for_sale,,,,New Ashford,Massachusetts,1237.0,,,250000.0
74359,for_sale,,,108.0,Ludlow,Massachusetts,1056.0,,,540000.0
90952,for_sale,3.0,2.0,3.77,Northbridge,Massachusetts,1534.0,1728.0,1991-06-03,349900.0
77744,for_sale,2.0,1.0,0.2,Gardner,Massachusetts,1440.0,1206.0,2002-11-15,199000.0
34614,for_sale,18.0,12.0,0.29,Pittsfield,Massachusetts,1201.0,8428.0,,697000.0
92580,for_sale,4.0,2.0,0.36,Plainville,Massachusetts,2762.0,1550.0,,449000.0
80597,for_sale,4.0,4.0,0.25,Wellesley,Massachusetts,2481.0,2813.0,2004-07-27,1575000.0
73419,for_sale,3.0,1.0,0.8,Bolton,Massachusetts,1740.0,1580.0,2005-08-08,469000.0
37671,for_sale,4.0,3.0,0.65,Amherst,Massachusetts,1002.0,3465.0,2006-10-03,865000.0
63586,for_sale,4.0,3.0,4.0,Richmond,Massachusetts,1254.0,5000.0,,749000.0
29197,for_sale,5.0,2.0,0.54,Northampton,Massachusetts,1060.0,2359.0,,389900.0
58237,for_sale,3.0,2.0,8.26,West Stockbridge,Massachusetts,1266.0,1984.0,1994-01-03,569000.0
76865,for_sale,,,172.9,Phillipston,Massachusetts,1331.0,,,800000.0
40638,for_sale,3.0,1.0,0.53,Hampden,Massachusetts,1036.0,1347.0,,175000.0
90132,for_sale,4.0,3.0,1.86,Ashby,Massachusetts,1431.0,2175.0,2003-09-29,439000.0
58358,for_sale,6.0,6.0,0.15,Pittsfield,Massachusetts,1201.0,3744.0,,235000.0
69986,for_sale,,,178.0,Lanesborough,Massachusetts,1237.0,,,749900.0
91010,for_sale,7.0,3.0,0.17,Worcester,Massachusetts,1604.0,4103.0,2006-07-31,579900.0
73545,for_sale,7.0,5.0,0.32,Fitchburg,Massachusetts,1420.0,4220.0,,450000.0
54575,for_sale,3.0,2.0,,Hancock,Massachusetts,1237.0,1571.0,2002-02-04,259900.0
86727,for_sale,3.0,2.0,0.34,Maynard,Massachusetts,1754.0,1748.0,,499000.0
86284,for_sale,2.0,1.0,,Westborough,Massachusetts,1581.0,720.0,,90000.0
88850,for_sale,2.0,3.0,,Franklin,Massachusetts,2038.0,2389.0,,600000.0
98127,for_sale,,,63.8,Webster,Massachusetts,1570.0,,,750000.0
72564,for_sale,,,1.6,Florida,Massachusetts,1247.0,,,24900.0
94169,for_sale,,,12.09,Bellingham,Massachusetts,2019.0,,2002-01-15,799900.0
93500,for_sale,,,8.73,Brookfield,Massachusetts,1506.0,,,100000.0
88087,for_sale,,,0.25,Winchendon,Massachusetts,1475.0,,,24900.0
36507,for_sale,4.0,2.0,0.23,Ludlow,Massachusetts,1056.0,1420.0,1988-09-21,315000.0
89642,for_sale,3.0,2.0,0.56,Spencer,Massachusetts,1562.0,1547.0,,599900.0
94751,for_sale,,,0.11,Hopkinton,Massachusetts,1748.0,,,175000.0
40888,for_sale,3.0,2.0,1.0,Ludlow,Massachusetts,1056.0,1300.0,,450000.0
91668,for_sale,,,0.47,Monson,Massachusetts,1057.0,,,49900.0
68567,for_sale,2.0,2.0,,Agawam,Massachusetts,1001.0,1056.0,2019-09-12,175000.0
80852,for_sale,2.0,3.0,,Boxborough,Massachusetts,1719.0,2533.0,,984995.0
83284,for_sale,6.0,4.0,0.2,Ashland,Massachusetts,1721.0,2500.0,,640000.0
81559,for_sale,3.0,2.0,0.37,Lancaster,Massachusetts,1523.0,2207.0,1988-09-02,525000.0
79142,for_sale,3.0,2.0,0.23,Framingham,Massachusetts,1702.0,1476.0,1987-02-01,529000.0
35583,for_sale,8.0,4.0,0.16,Athol,Massachusetts,1331.0,5536.0,,429900.0
42975,for_sale,4.0,2.0,1.0,Brimfield,Massachusetts,1010.0,1765.0,2003-11-26,129900.0
96882,for_sale,3.0,2.0,1.0,Dover,Massachusetts,2030.0,2245.0,,925000.0
65871,for_sale,,,2.3,Richmond,Massachusetts,1254.0,,,100000.0
89207,for_sale,9.0,4.0,0.11,Worcester,Massachusetts,1604.0,4650.0,,539900.0
52808,for_sale,4.0,6.0,34.0,Williamstown,Massachusetts,1267.0,7289.0,1999-11-12,3200000.0
92904,for_sale,3.0,3.0,,Devens,Massachusetts,1434.0,2076.0,,720000.0
85957,for_sale,4.0,3.0,0.38,Hopkinton,Massachusetts,1748.0,2124.0,1988-03-02,599900.0
79743,for_sale,4.0,4.0,1.16,Lincoln,Massachusetts,1773.0,4515.0,1987-03-27,1390000.0
65833,for_sale,,,1.7,Stockbridge,Massachusetts,1262.0,,,645000.0
75691,for_sale,3.0,2.0,,Westminster,Massachusetts,1473.0,1332.0,2020-12-15,239000.0
67832,for_sale,,,2.06,East Longmeadow,Massachusetts,1028.0,,,119900.0
75021,for_sale,,,272.5,Russell,Massachusetts,1071.0,,,1200000.0
82926,for_sale,4.0,1.0,0.21,Ashburnham,Massachusetts,1430.0,1235.0,2007-04-30,280000.0
87584,for_sale,3.0,2.0,1.18,Southbridge,Massachusetts,1550.0,2007.0,2002-08-28,379900.0
94033,for_sale,,,12.77,Acton,Massachusetts,1720.0,,,650000.0
88863,for_sale,2.0,3.0,,Millis,Massachusetts,2054.0,2235.0,,877995.0
81521,for_sale,2.0,2.0,0.69,Sturbridge,Massachusetts,1518.0,1297.0,1997-06-30,589000.0
32961,for_sale,4.0,2.0,3.25,Ware,Massachusetts,1082.0,2200.0,1991-05-08,399000.0
79970,for_sale,4.0,4.0,0.21,Waltham,Massachusetts,2453.0,3494.0,,1300000.0
65821,for_sale,,,4.71,Great Barrington,Massachusetts,1230.0,,2002-05-03,199000.0
43692,for_sale,2.0,2.0,,Enfield,Connecticut,6082.0,1893.0,,469900.0
30378,for_sale,3.0,2.0,,Farmington,Connecticut,6032.0,1518.0,2016-04-15,259900.0
32438,for_sale,3.0,3.0,0.77,Enfield,Connecticut,6082.0,2250.0,1998-08-31,349900.0
59399,for_sale,3.0,2.0,,New Britain,Connecticut,6051.0,1392.0,2007-08-20,150000.0
61526,for_sale,3.0,2.0,0.39,New Britain,Connecticut,6053.0,1094.0,,175000.0
45182,for_sale,4.0,3.0,3.35,Barkhamsted,Connecticut,6063.0,2626.0,2022-01-04,556000.0
47701,for_sale,4.0,4.0,1.0,Glastonbury,Connecticut,6033.0,2501.0,2002-06-18,575000.0
60178,for_sale,3.0,2.0,0.17,West Hartford,Connecticut,6110.0,1266.0,2002-07-30,130000.0
60842,for_sale,6.0,2.0,0.18,Hartford,Connecticut,6106.0,3264.0,,315000.0
90657,for_sale,3.0,2.0,0.7,Woodstock,Connecticut,6281.0,1376.0,1989-01-31,319000.0
42512,for_sale,,,1.01,Putnam,Connecticut,6260.0,,2007-09-07,50000.0
30196,for_sale,4.0,3.0,1.34,Granby,Connecticut,6060.0,2967.0,2002-12-02,485000.0
60716,for_sale,3.0,2.0,0.66,Glastonbury,Connecticut,6033.0,1494.0,2015-04-27,349900.0
42319,for_sale,4.0,3.0,0.79,Suffield,Connecticut,6078.0,2491.0,1995-10-31,519900.0
58896,for_sale,4.0,5.0,6.44,Salisbury,Connecticut,6039.0,3564.0,2008-07-24,2450000.0
61937,for_sale,3.0,2.0,0.5,Cromwell,Connecticut,6416.0,1581.0,,299900.0
51825,for_sale,3.0,3.0,,Vernon,Connecticut,6066.0,1303.0,2016-01-19,264900.0
94190,for_sale,4.0,2.0,0.15,Sterling,Connecticut,6377.0,640.0,,150000.0
41819,for_sale,,,0.76,Canton,Connecticut,6019.0,,2004-07-01,239000.0
57630,for_sale,3.0,1.0,0.32,Torrington,Connecticut,6790.0,1571.0,2013-07-08,200000.0
62135,for_sale,3.0,3.0,,Glastonbury,Connecticut,6033.0,1743.0,2014-09-12,355000.0
51323,for_sale,3.0,5.0,0.52,Enfield,Connecticut,6082.0,2751.0,1989-09-22,450000.0
45388,for_sale,3.0,2.0,0.33,Canton,Connecticut,6019.0,1324.0,2005-12-01,179900.0
30815,for_sale,4.0,3.0,3.84,Avon,Connecticut,6001.0,3100.0,2013-12-20,895000.0
45192,for_sale,,,0.43,Burlington,Connecticut,6013.0,,,68000.0
81698,for_sale,,,150.59,Stafford,Connecticut,6076.0,,,799900.0
47302,for_sale,9.0,4.0,0.23,Hartford,Connecticut,6112.0,4311.0,2003-06-02,295000.0
56737,for_sale,2.0,2.0,,Harwinton,Connecticut,6791.0,1450.0,,315000.0
45402,for_sale,3.0,3.0,0.86,Torrington,Connecticut,6790.0,1212.0,,279900.0
43159,for_sale,4.0,3.0,3.49,Somers,Connecticut,6071.0,3937.0,2013-07-11,750000.0
57681,for_sale,3.0,2.0,2.03,Bethlehem,Connecticut,6751.0,1349.0,2005-08-31,390900.0
83949,for_sale,3.0,2.0,1.2,Mansfield,Connecticut,6250.0,1600.0,,294900.0
29414,for_sale,4.0,3.0,2.98,Norfolk,Connecticut,6058.0,2755.0,2016-05-05,985000.0
47440,for_sale,3.0,2.0,0.28,Windham,Connecticut,6226.0,1200.0,2021-01-07,199900.0
84868,for_sale,5.0,5.0,9.2,Mansfield,Connecticut,6268.0,3461.0,,899000.0
30720,for_sale,3.0,2.0,0.58,Simsbury,Connecticut,6070.0,1762.0,2019-02-04,379000.0
61319,for_sale,2.0,1.0,0.34,Bloomfield,Connecticut,6002.0,1025.0,2020-06-10,160000.0
61069,for_sale,3.0,4.0,3.38,Colchester,Connecticut,6415.0,2000.0,2009-03-19,375000.0
60237,for_sale,2.0,2.0,,Glastonbury,Connecticut,6033.0,1152.0,,190000.0
46888,for_sale,,,2.4,East Granby,Connecticut,6026.0,,,75000.0
61644,for_sale,4.0,3.0,1.1,Marlborough,Connecticut,6447.0,2044.0,,459900.0
30469,for_sale,4.0,4.0,3.26,Burlington,Connecticut,6013.0,3300.0,,699900.0
59441,for_sale,,,0.63,Wethersfield,Connecticut,6109.0,,2017-06-15,145000.0
59840,for_sale,3.0,1.0,0.17,East Hartford,Connecticut,6108.0,1372.0,2007-10-23,155000.0
